,Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,perc_approved_sem1,perc_approved_sem2,actual_target
458,2,39,1,9003,1,1,Q1,1,1,19,4,9,Q2,1,0,0,1,0,0,Q4,0,4,12,14,12,13.846153846153848,0,5,12,18,11,14.090909090909092,0,Q1,Q2,3.51,Graduate,Q2,Q2,0
2592,1,7,1,9147,1,3,Q1,1,37,19,9,8,Q2,0,0,0,1,0,0,Q3,0,4,9,9,9,10.88888888888889,0,3,10,18,10,11.615384615384617,0,Q2,Q2,1.74,Graduate,Q2,Q2,0
3036,1,1,2,9500,1,1,Q2,1,3,3,2,2,Q1,1,0,0,0,0,0,Q1,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,Q3,Q4,-1.7,Dropout,Q1,Q1,1
1404,1,44,1,9147,1,39,Q1,22,2,37,2,8,Q2,0,0,1,0,1,0,Q3,1,0,5,6,0,0.0,0,0,5,5,0,0.0,0,Q4,Q4,-4.06,Dropout,Q1,Q1,1
2972,1,5,1,9085,1,1,Q2,1,1,1,4,4,Q2,0,0,0,1,0,0,Q1,0,0,5,9,3,12.0,1,0,5,6,4,13.0,0,Q1,Q3,0.32,Enrolled,Q1,Q1,0
2239,1,39,1,9085,1,12,Q2,1,38,19,9,8,Q2,1,0,1,0,1,0,Q3,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,Q1,Q2,3.51,Enrolled,Q1,Q1,0
1371,1,1,1,9500,1,1,Q1,1,1,1,9,9,Q1,0,0,0,1,1,0,Q2,0,0,8,8,7,15.028571428571428,0,0,8,8,7,15.028571428571428,0,Q3,Q4,-1.7,Graduate,Q2,Q2,0
2981,1,1,1,9070,1,1,Q2,1,19,37,9,9,Q2,1,0,0,1,0,1,Q1,0,0,6,6,6,14.0,0,0,6,8,6,13.125,0,Q2,Q2,1.74,Graduate,Q2,Q2,0
2908,1,43,1,9085,1,1,Q1,1,37,37,90,90,Q1,0,0,0,1,0,0,Q3,0,2,9,14,8,13.555555555555555,0,2,7,10,7,13.571428571428571,0,Q1,Q3,0.32,Graduate,Q2,Q2,0
785,1,1,1,9238,1,1,Q1,1,1,1,1,1,Q1,1,0,0,1,0,0,Q1,0,0,6,10,6,10.833333333333334,0,0,6,7,6,12.142857142857142,0,Q2,Q2,2.02,Graduate,Q2,Q2,0
2244,1,39,1,9254,1,19,Q2,1,37,37,90,90,Q1,0,0,0,1,1,0,Q4,0,0,6,13,3,10.0,0,0,6,15,1,10.0,0,Q1,Q3,0.32,Dropout,Q1,Q1,1
446,1,1,1,9500,1,1,Q1,1,3,1,2,1,Q2,0,0,0,1,0,1,Q1,0,0,7,8,7,14.4125,0,0,8,8,8,16.05,0,Q3,Q1,0.79,Graduate,Q2,Q2,0
2212,1,1,1,9119,1,1,Q1,1,38,19,5,5,Q2,0,0,0,1,1,0,Q1,0,0,5,7,5,10.2,0,0,5,8,3,12.0,0,Q2,Q2,1.74,Enrolled,Q2,Q1,0
593,1,17,1,9670,1,1,Q2,1,1,19,4,8,Q2,1,0,0,1,0,0,Q2,0,0,6,8,5,13.4,0,0,6,10,4,13.0,0,Q3,Q4,-1.7,Enrolled,Q1,Q1,0
3030,1,7,1,9853,1,3,Q1,1,37,37,9,9,Q2,0,0,0,1,0,0,Q4,0,14,15,25,14,12.428571428571429,1,8,14,22,11,11.909090909090908,0,Q1,Q3,0.32,Dropout,Q2,Q1,1
3652,1,17,1,9556,1,1,Q1,1,38,37,9,9,Q1,1,0,0,1,0,1,Q1,0,0,7,7,7,13.3,0,0,8,8,8,15.125,0,Q4,Q4,-4.06,Graduate,Q2,Q2,0
3419,1,17,1,9238,1,1,Q2,1,19,38,4,9,Q2,1,0,0,1,0,1,Q2,0,0,6,6,6,13.333333333333334,0,0,6,7,6,14.0,0,Q4,Q4,-4.06,Graduate,Q2,Q2,0
3096,1,39,1,8014,0,1,Q1,1,38,38,9,9,Q2,0,0,0,1,0,1,Q4,0,0,6,6,6,14.0,0,0,6,6,6,12.333333333333334,0,Q2,Q2,1.74,Graduate,Q2,Q2,0
2939,1,39,1,8014,0,1,Q1,1,37,37,6,5,Q1,0,0,0,1,0,0,Q4,0,0,2,2,0,0.0,0,0,6,0,0,0.0,0,Q3,Q4,-1.7,Dropout,Q1,Q1,1
4200,1,1,1,9147,1,1,Q2,1,37,37,191,154,Q1,0,0,0,1,0,0,Q2,0,0,5,10,4,11.75,0,0,5,8,5,11.8,0,Q2,Q2,2.02,Graduate,Q1,Q2,0
2558,1,43,1,9147,1,1,Q2,1,38,19,141,171,Q1,0,0,0,1,0,0,Q1,0,0,5,11,5,11.5,0,0,5,9,2,10.666666666666666,0,Q3,Q1,0.79,Enrolled,Q2,Q1,0
1922,1,1,1,9853,1,1,Q2,1,19,1,9,1,Q2,0,0,0,1,0,0,Q1,0,0,6,8,5,12.8,0,0,6,14,3,10.0,0,Q1,Q1,-3.12,Enrolled,Q1,Q1,0
784,1,1,2,9773,1,1,Q1,1,1,34,9,9,Q1,1,0,0,1,0,1,Q2,0,0,6,7,5,12.8,0,0,6,6,6,12.333333333333334,0,Q3,Q2,1.79,Graduate,Q1,Q2,0
3172,1,17,3,9254,1,1,Q1,1,12,38,5,7,Q1,1,0,1,1,0,0,Q1,0,0,6,7,5,12.2,0,0,6,10,4,12.25,0,Q3,Q2,1.79,Dropout,Q1,Q1,1
399,1,17,1,9147,1,1,Q1,1,38,37,6,4,Q1,1,0,0,1,0,0,Q1,0,0,5,10,3,10.666666666666666,0,0,5,9,0,0.0,3,Q4,Q1,-0.92,Dropout,Q1,Q1,1
244,1,1,1,9147,1,1,Q1,1,38,19,9,10,Q1,0,0,0,1,0,1,Q2,0,5,10,13,9,12.9,0,4,10,12,10,12.363636363636363,0,Q1,Q2,3.51,Graduate,Q2,Q2,0
3997,4,39,2,9556,1,19,Q2,1,19,19,4,6,Q1,0,0,0,1,0,1,Q4,0,0,7,10,7,10.985714285714286,0,0,8,11,8,12.3,0,Q2,Q2,1.74,Graduate,Q2,Q2,0
2064,1,17,4,9147,1,1,Q1,1,38,19,9,9,Q1,1,0,0,1,0,0,Q3,0,0,5,5,5,12.6,0,0,5,5,5,13.2,0,Q1,Q2,3.51,Graduate,Q2,Q2,0
276,1,42,1,9853,1,1,Q1,1,37,38,3,3,Q1,0,0,0,1,0,0,Q2,0,0,6,8,5,11.0,0,0,6,10,3,10.666666666666666,0,Q3,Q4,-1.7,Dropout,Q1,Q1,1
793,1,17,3,9238,1,1,Q1,1,3,1,2,5,Q1,1,0,0,1,0,0,Q1,0,0,6,6,6,12.0,0,0,6,6,5,13.6,0,Q1,Q2,3.51,Graduate,Q2,Q1,0
2259,2,39,1,8014,0,19,Q2,1,37,37,9,6,Q1,0,0,0,1,1,0,Q4,0,1,7,7,7,12.857142857142858,0,0,6,6,6,13.166666666666666,0,Q3,Q4,-1.7,Graduate,Q2,Q2,0
449,1,1,3,9254,1,1,Q1,1,19,38,3,10,Q1,1,0,0,1,0,1,Q2,0,0,6,8,5,12.8,0,0,6,9,5,12.8,0,Q3,Q2,1.79,Enrolled,Q1,Q1,0
691,2,43,1,9003,1,1,Q2,1,37,37,9,7,Q2,0,0,0,1,1,0,Q4,0,18,19,19,19,12.68421052631579,0,12,13,13,13,12.384615384615383,0,Q4,Q4,-4.06,Graduate,Q2,Q2,0
258,1,1,1,9238,1,1,Q1,1,1,1,9,8,Q1,1,0,0,1,0,1,Q1,0,0,6,8,5,11.666666666666666,0,0,6,9,5,12.666666666666666,0,Q3,Q2,1.79,Graduate,Q1,Q1,0
2297,1,1,1,9238,1,1,Q2,1,4,5,2,2,Q2,0,0,0,1,1,0,Q3,0,0,6,10,5,11.4,0,0,6,8,5,11.0,0,Q2,Q2,1.74,Graduate,Q1,Q1,0
1634,2,39,1,9991,0,1,Q1,1,37,37,9,10,Q2,0,0,0,1,1,0,Q4,0,0,5,6,5,12.2,0,0,5,9,5,11.8,0,Q4,Q4,-4.06,Graduate,Q2,Q2,0
3280,1,17,2,9556,1,1,Q2,41,1,1,7,7,Q1,1,0,0,1,0,0,Q2,1,0,7,8,7,12.728571428571428,0,0,8,8,8,14.625,0,Q4,Q4,-4.06,Graduate,Q2,Q2,0
2236,1,1,1,9254,1,1,Q1,1,38,19,9,4,Q1,0,0,0,1,1,0,Q1,0,0,6,10,4,12.75,0,0,6,12,2,13.0,0,Q2,Q2,1.74,Enrolled,Q1,Q1,0
2166,1,17,1,9500,1,1,Q2,1,38,37,5,9,Q2,1,0,0,1,0,1,Q1,0,0,8,8,7,14.962857142857144,0,0,8,8,7,14.962857142857144,0,Q2,Q2,1.74,Graduate,Q2,Q2,0
4015,4,39,1,9991,0,1,Q2,1,37,37,5,5,Q2,0,0,0,1,0,0,Q4,0,0,5,7,3,10.333333333333334,0,0,5,6,3,12.0,0,Q2,Q2,1.74,Dropout,Q1,Q1,1
4154,1,1,1,9853,1,1,Q1,1,37,19,6,7,Q1,1,0,0,1,0,0,Q1,0,0,6,11,3,11.666666666666666,0,0,6,11,3,10.666666666666666,0,Q1,Q1,-3.12,Dropout,Q1,Q1,1
4295,1,39,1,9003,1,1,Q1,1,38,19,9,6,Q1,1,0,0,1,1,0,Q4,0,7,13,19,8,11.625,0,5,10,17,6,11.0,0,Q4,Q4,-4.06,Enrolled,Q1,Q1,0
460,1,1,1,9130,1,1,Q2,1,3,3,3,2,Q2,1,0,0,1,0,0,Q2,0,0,5,5,5,16.4,0,0,5,5,5,14.6,0,Q3,Q4,-1.7,Graduate,Q2,Q2,0
1521,2,39,1,9991,0,1,Q2,1,37,37,9,9,Q2,0,0,0,1,1,0,Q4,0,0,5,5,5,15.2,0,0,5,5,5,15.2,0,Q2,Q2,2.02,Graduate,Q2,Q2,0
736,1,43,1,9773,1,1,Q2,1,3,37,3,7,Q1,0,0,0,1,1,0,Q4,0,6,11,15,7,11.285714285714286,0,5,7,10,6,12.333333333333334,0,Q3,Q1,0.79,Enrolled,Q1,Q2,0
3663,1,17,1,9500,1,1,Q2,1,38,37,9,8,Q2,1,0,0,1,0,1,Q1,0,0,7,10,6,12.583333333333334,0,0,8,8,7,12.671428571428573,0,Q3,Q1,0.79,Graduate,Q1,Q2,0
4026,1,39,1,9003,1,1,Q1,1,37,37,9,5,Q1,0,0,0,1,0,0,Q4,0,8,12,17,12,11.833333333333334,0,3,12,22,9,12.7,0,Q4,Q4,-4.06,Graduate,Q2,Q1,0
2131,1,1,1,9238,1,1,Q2,1,1,37,5,7,Q2,0,0,0,1,0,1,Q1,0,0,6,8,6,12.25,0,0,6,8,6,12.0,0,Q4,Q1,-0.92,Graduate,Q2,Q2,0
1976,1,1,4,9500,1,1,Q1,1,19,19,3,3,Q1,1,0,0,1,0,0,Q1,0,0,7,12,4,12.85,0,0,7,7,7,12.62142857142857,0,Q2,Q2,2.02,Enrolled,Q1,Q2,0
3821,1,39,1,9003,1,1,Q2,1,1,38,5,6,Q2,0,0,0,1,1,0,Q4,0,0,6,9,0,0.0,0,0,6,6,0,0.0,0,Q3,Q1,0.79,Dropout,Q1,Q1,1
3286,1,7,1,9556,1,43,Q2,1,38,19,9,9,Q2,0,0,0,1,1,0,Q4,0,0,7,16,1,12.0,0,0,7,13,0,0.0,1,Q2,Q2,2.02,Dropout,Q1,Q1,1
3293,1,17,3,9500,1,1,Q1,1,19,3,9,5,Q2,1,0,0,1,0,0,Q1,0,0,8,8,7,13.68142857142857,0,0,8,8,7,13.68142857142857,0,Q2,Q2,1.74,Enrolled,Q2,Q2,0
1205,1,7,1,9147,1,3,Q1,1,38,38,1,9,Q2,0,0,0,1,0,0,Q4,0,0,5,9,3,12.0,0,0,5,11,4,13.625,0,Q2,Q2,1.74,Graduate,Q1,Q1,0
88,1,1,6,9147,1,1,Q2,1,38,37,9,9,Q2,1,0,0,1,1,0,Q3,0,0,5,6,4,14.0,0,0,5,5,5,13.8,0,Q2,Q2,2.02,Enrolled,Q1,Q2,0
3959,1,1,1,9085,1,1,Q2,1,38,37,4,4,Q2,0,0,0,1,0,1,Q1,0,0,6,8,6,15.0,0,0,6,9,6,14.857142857142858,0,Q2,Q2,2.02,Graduate,Q2,Q2,0
2845,1,44,1,9003,1,39,Q2,1,38,38,9,6,Q2,1,0,0,1,0,0,Q2,0,0,6,7,6,13.571428571428571,0,0,6,9,6,12.714285714285714,0,Q3,Q2,1.79,Graduate,Q2,Q2,0
3179,1,43,1,9500,1,1,Q2,1,19,38,9,7,Q1,1,0,0,1,1,1,Q1,0,0,7,8,5,11.2,0,0,7,8,5,11.2,0,Q1,Q3,0.32,Enrolled,Q1,Q1,0
3231,2,39,1,9147,1,1,Q1,1,37,37,9,9,Q2,0,0,0,1,0,0,Q4,0,0,5,8,4,11.25,0,0,5,8,4,11.5,0,Q2,Q2,2.02,Enrolled,Q1,Q1,0
1510,1,17,1,9254,1,1,Q1,1,1,1,4,8,Q2,1,0,0,0,1,0,Q3,0,0,1,1,0,0.0,0,0,6,0,0,0.0,0,Q3,Q2,1.79,Dropout,Q1,Q1,1
2943,1,39,1,9003,1,1,Q1,1,19,19,9,1,Q2,0,0,0,1,0,0,Q4,0,6,12,13,6,13.0,0,4,12,14,11,13.833333333333334,0,Q4,Q4,-4.06,Graduate,Q1,Q2,0
1968,1,17,1,9853,1,1,Q2,1,1,1,3,4,Q2,0,0,1,1,0,0,Q1,0,0,6,8,4,13.25,0,0,6,10,3,10.666666666666666,0,Q3,Q4,-1.7,Enrolled,Q1,Q1,0
1734,1,1,1,9147,1,1,Q1,1,1,1,9,9,Q1,0,0,0,0,1,0,Q3,0,0,5,7,2,11.0,0,0,5,9,3,11.428571428571429,0,Q2,Q2,1.74,Dropout,Q1,Q1,1
2878,2,42,1,9853,1,1,Q2,1,37,37,4,7,Q1,0,0,0,1,0,0,Q4,0,6,12,18,11,13.0,0,4,13,22,8,11.875,0,Q3,Q4,-1.7,Dropout,Q2,Q1,1
2080,1,1,1,9500,1,1,Q2,1,38,37,9,9,Q1,0,0,0,1,0,1,Q1,0,0,8,12,7,12.471428571428572,0,0,8,12,7,12.471428571428572,0,Q3,Q4,-1.7,Graduate,Q2,Q2,0
487,1,39,1,9670,1,1,Q1,1,1,19,5,4,Q2,0,0,0,1,0,0,Q4,0,2,6,13,5,11.4,0,0,6,14,4,11.75,0,Q3,Q1,0.79,Dropout,Q1,Q1,1
530,1,17,1,9147,1,1,Q1,1,37,37,4,7,Q1,0,0,0,1,1,1,Q1,0,0,5,12,3,11.666666666666666,0,0,5,10,3,11.666666666666666,0,Q3,Q4,-1.7,Enrolled,Q1,Q1,0
3977,1,17,2,9500,1,1,Q2,1,37,1,9,4,Q2,1,0,0,1,0,1,Q1,0,0,7,7,6,13.8,0,0,7,7,6,13.8,0,Q1,Q3,0.32,Graduate,Q1,Q2,0
416,1,1,1,9085,1,1,Q1,1,1,1,9,9,Q2,1,0,0,1,0,0,Q1,0,0,6,13,6,15.23076923076923,0,0,6,10,6,12.375,0,Q4,Q4,-4.06,Graduate,Q2,Q2,0
395,1,1,4,9500,1,1,Q2,1,1,1,4,9,Q1,1,0,0,1,0,1,Q1,0,0,8,11,7,12.86,0,0,8,11,7,12.86,0,Q2,Q2,1.74,Graduate,Q2,Q2,0
3716,1,44,1,9130,1,39,Q2,1,4,4,2,10,Q2,1,0,0,1,1,0,Q2,0,1,5,8,2,11.5,0,1,5,13,2,11.5,0,Q3,Q4,-1.7,Dropout,Q1,Q1,1
3773,1,39,1,9085,1,19,Q2,1,37,37,9,9,Q1,1,0,1,0,0,1,Q4,0,0,6,7,0,0.0,0,0,6,6,0,0.0,0,Q3,Q1,0.79,Dropout,Q1,Q1,1
2246,1,17,1,9500,1,1,Q1,1,1,1,4,5,Q1,0,0,0,1,1,1,Q1,0,0,7,11,6,12.528571428571428,0,0,7,10,6,12.416666666666666,0,Q4,Q4,-4.06,Enrolled,Q1,Q2,0
1698,1,1,1,9500,1,1,Q2,1,1,1,5,5,Q2,1,0,0,1,1,0,Q1,0,0,7,7,7,16.142857142857142,0,0,8,9,0,0.0,0,Q4,Q1,-0.92,Dropout,Q2,Q1,1
4323,1,39,1,9991,0,19,Q2,1,37,37,9,6,Q1,0,0,1,1,0,0,Q4,0,0,5,14,2,10.5,0,0,5,6,0,0.0,0,Q3,Q2,1.79,Dropout,Q1,Q1,1
706,2,39,1,8014,0,1,Q2,1,19,1,4,8,Q2,0,0,0,1,1,0,Q4,0,6,10,10,10,12.5,0,3,7,7,7,12.142857142857142,0,Q2,Q2,1.74,Graduate,Q2,Q2,0
3731,1,51,1,9070,1,1,Q1,1,38,38,9,9,Q2,1,0,0,1,1,0,Q3,0,4,12,13,5,13.2,0,4,12,12,4,13.5,0,Q1,Q2,3.51,Dropout,Q1,Q1,1
3002,1,1,3,9773,1,1,Q2,1,3,1,5,3,Q2,1,0,0,1,0,1,Q1,0,0,6,7,6,14.0,0,0,6,8,5,12.2,0,Q3,Q1,0.79,Dropout,Q2,Q1,1
1278,1,39,1,8014,0,1,Q2,1,1,12,4,5,Q1,0,0,0,1,1,1,Q3,0,0,6,6,4,12.25,0,0,6,10,4,11.5,0,Q3,Q2,1.79,Enrolled,Q1,Q1,0
67,1,44,1,9003,1,39,Q1,1,19,37,9,9,Q2,1,0,0,1,1,0,Q3,0,0,6,8,6,12.571428571428571,0,0,6,7,6,12.428571428571429,0,Q1,Q2,3.51,Graduate,Q2,Q2,0
3497,2,43,1,9991,0,1,Q1,1,37,37,7,8,Q1,0,0,0,1,1,0,Q4,0,0,5,7,4,13.333333333333334,0,0,5,9,4,11.6,1,Q4,Q1,-0.92,Dropout,Q1,Q1,1
878,1,1,2,9670,1,1,Q2,1,19,19,7,10,Q1,0,0,0,1,1,0,Q1,0,0,5,7,3,12.333333333333334,0,0,5,5,5,11.6,0,Q1,Q1,-3.12,Graduate,Q1,Q2,0
4214,1,1,2,9500,1,1,Q2,1,38,37,5,6,Q1,1,0,0,1,0,1,Q1,0,0,7,9,7,13.3125,0,0,8,8,8,15.6375,0,Q3,Q1,0.79,Graduate,Q2,Q2,0
3792,1,18,1,9119,1,1,Q1,1,19,1,90,3,Q1,1,0,1,0,1,0,Q3,0,0,5,8,0,0.0,0,0,5,5,0,0.0,0,Q1,Q1,-3.12,Dropout,Q1,Q1,1
1300,1,17,1,9147,1,1,Q1,1,1,19,3,4,Q1,0,0,0,1,1,0,Q1,0,0,5,7,3,12.333333333333334,0,0,5,5,0,0.0,0,Q1,Q2,3.51,Dropout,Q1,Q1,1
232,1,1,2,9670,1,1,Q2,1,1,3,4,3,Q2,0,0,0,1,0,0,Q1,0,0,5,5,5,13.0,0,0,5,5,5,13.2,0,Q1,Q1,-3.12,Graduate,Q2,Q2,0
2288,1,42,1,9119,1,1,Q2,1,1,37,5,5,Q1,0,0,0,1,1,0,Q1,0,2,5,6,4,11.8,0,0,5,7,2,11.5,0,Q4,Q4,-4.06,Enrolled,Q1,Q1,0
3273,1,43,1,9500,1,1,Q1,1,37,37,9,6,Q1,1,0,0,1,0,0,Q4,0,0,7,8,6,12.0,0,0,7,8,6,12.0,0,Q1,Q3,0.32,Enrolled,Q1,Q2,0
384,1,53,1,9147,1,42,Q2,1,3,4,2,1,Q2,0,0,0,1,0,0,Q2,0,6,11,19,9,12.555555555555555,0,3,9,14,8,11.11111111111111,0,Q1,Q2,3.51,Graduate,Q1,Q2,0
1897,1,1,1,9773,1,1,Q1,1,3,3,2,2,Q1,1,0,1,0,0,0,Q1,0,0,6,7,5,12.2,0,0,6,11,4,11.5,0,Q2,Q2,2.02,Dropout,Q1,Q1,1
3887,1,1,1,9238,1,1,Q1,1,19,38,9,9,Q1,0,1,0,1,0,1,Q1,0,0,6,12,4,10.4,0,0,6,11,4,10.75,0,Q3,Q2,1.79,Enrolled,Q1,Q1,0
3330,1,1,1,9238,1,1,Q1,1,1,19,9,9,Q2,0,0,0,1,1,1,Q2,0,0,6,11,5,11.142857142857142,0,0,6,9,6,11.571428571428571,0,Q4,Q1,-0.92,Graduate,Q1,Q2,0
4327,2,39,1,9147,1,12,Q2,1,37,37,9,9,Q1,0,0,0,1,0,0,Q3,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,Q1,Q1,-3.12,Dropout,Q1,Q1,1
3983,1,17,1,9238,1,1,Q2,1,38,38,9,7,Q2,0,0,0,1,0,1,Q1,0,0,6,7,6,12.833333333333334,0,0,6,6,6,13.166666666666666,0,Q3,Q2,1.79,Graduate,Q2,Q2,0
3464,1,17,3,9070,1,1,Q1,1,3,1,4,4,Q1,1,0,0,1,0,0,Q1,0,0,6,6,6,13.5,0,0,6,7,6,13.428571428571429,0,Q1,Q2,3.51,Graduate,Q2,Q2,0
3455,1,1,1,9238,1,1,Q2,1,19,1,6,5,Q2,1,0,0,1,0,0,Q1,0,0,6,7,6,13.714285714285714,0,0,6,6,6,13.166666666666666,0,Q3,Q4,-1.7,Graduate,Q2,Q2,0
4114,1,17,2,9773,1,1,Q1,1,2,1,2,7,Q2,1,0,0,1,0,0,Q2,0,0,6,6,6,14.333333333333334,0,0,6,6,6,15.5,0,Q3,Q2,1.79,Graduate,Q2,Q2,0
2999,4,39,1,8014,0,1,Q2,1,19,19,90,90,Q2,0,0,0,0,0,0,Q4,0,0,4,4,0,0.0,0,0,5,10,0,0.0,0,Q2,Q2,1.74,Dropout,Q1,Q1,1
10,1,1,1,9670,1,1,Q2,1,38,19,5,7,Q2,1,0,0,1,0,0,Q1,0,0,6,6,6,12.333333333333334,0,0,6,7,5,14.2,0,Q3,Q1,0.79,Graduate,Q2,Q1,0
2608,1,17,4,9254,1,1,Q1,1,38,38,5,5,Q1,1,0,0,1,0,0,Q2,0,0,6,6,6,11.0,0,0,6,8,4,12.75,0,Q1,Q1,-3.12,Graduate,Q2,Q1,0
2021,1,39,1,9853,1,1,Q2,1,19,1,9,4,Q2,0,0,0,0,0,0,Q4,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,Q3,Q4,-1.7,Dropout,Q1,Q1,1
1912,1,1,2,9556,1,1,Q1,1,38,1,9,3,Q1,1,0,0,1,0,0,Q1,0,0,7,8,7,13.428571428571429,0,0,8,8,8,15.3125,0,Q4,Q1,-0.92,Graduate,Q2,Q2,0
727,1,39,1,9991,0,1,Q2,1,37,37,9,9,Q2,0,0,0,1,1,0,Q4,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,Q2,Q2,2.02,Dropout,Q1,Q1,1
264,1,1,1,9238,1,1,Q1,1,38,19,9,5,Q1,0,0,0,1,0,0,Q1,0,0,6,6,6,12.833333333333334,0,0,6,6,6,12.0,0,Q3,Q2,1.79,Graduate,Q2,Q2,0
3060,1,1,2,9773,1,1,Q1,1,19,19,5,6,Q2,0,0,0,1,0,0,Q1,0,0,6,6,6,15.0,0,0,6,7,6,14.0,0,Q4,Q4,-4.06,Enrolled,Q2,Q2,0
1680,1,1,1,9119,1,1,Q1,1,38,38,9,7,Q1,1,0,0,1,1,0,Q1,0,0,5,10,3,10.666666666666666,0,0,5,9,2,14.0,2,Q1,Q3,0.32,Enrolled,Q1,Q1,0
400,1,17,4,9070,1,1,Q1,1,1,3,3,3,Q2,0,0,0,1,0,1,Q1,0,0,6,9,5,11.6,0,0,6,8,4,11.2,0,Q1,Q2,3.51,Enrolled,Q1,Q1,0
4099,1,18,1,9238,1,1,Q2,1,38,34,4,0,Q2,0,0,0,1,0,0,Q1,0,0,1,1,0,0.0,1,0,6,0,0,0.0,0,Q2,Q2,1.74,Dropout,Q1,Q1,1
1641,1,1,2,9070,1,1,Q2,1,38,38,9,7,Q2,1,0,0,1,0,0,Q1,0,0,6,7,6,14.166666666666666,0,0,6,7,6,14.857142857142858,0,Q1,Q1,-3.12,Graduate,Q2,Q2,0
3086,1,43,1,9991,0,1,Q1,1,37,37,9,9,Q1,1,0,0,1,0,0,Q3,0,9,15,17,15,11.2,0,9,14,15,14,12.428571428571429,0,Q1,Q3,0.32,Graduate,Q2,Q2,0
953,1,18,5,9500,1,1,Q2,1,19,1,1,10,Q2,0,0,0,1,0,0,Q1,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,Q1,Q1,-3.12,Dropout,Q1,Q1,1
4246,2,43,1,9991,0,1,Q2,1,38,19,3,3,Q1,0,0,0,0,0,0,Q4,0,11,15,15,12,11.916666666666666,0,8,13,14,8,11.25,0,Q2,Q2,1.74,Dropout,Q1,Q1,1
3616,1,1,1,9119,1,1,Q2,1,19,19,9,8,Q2,0,0,0,0,1,1,Q1,0,0,5,6,5,15.0,0,0,5,6,5,14.2,0,Q1,Q2,3.51,Enrolled,Q2,Q2,0
2619,1,44,1,9238,1,1,Q2,1,1,1,5,5,Q2,0,0,0,1,0,1,Q3,0,3,6,6,6,14.833333333333334,0,2,6,7,6,12.571428571428571,0,Q3,Q1,0.79,Graduate,Q2,Q2,0
2116,1,1,1,9238,1,1,Q2,1,1,19,4,4,Q2,0,0,0,1,0,0,Q1,0,0,6,7,6,12.285714285714286,0,0,6,7,6,12.0,0,Q3,Q2,1.79,Graduate,Q2,Q2,0
3668,1,1,1,9238,1,1,Q1,41,19,19,9,9,Q1,1,0,1,1,0,1,Q1,1,0,6,8,6,12.666666666666666,0,0,6,7,6,12.666666666666666,0,Q1,Q2,3.51,Graduate,Q2,Q2,0
1262,1,1,2,9773,1,1,Q1,1,19,19,9,9,Q1,0,0,0,1,1,0,Q1,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,Q3,Q2,1.79,Dropout,Q1,Q1,1
3356,1,44,1,9119,1,39,Q1,1,3,19,3,4,Q2,0,0,0,1,1,0,Q2,0,0,5,12,1,13.0,0,0,5,8,3,12.6,0,Q3,Q2,1.79,Enrolled,Q1,Q1,0
3139,1,1,1,9853,1,1,Q1,1,19,38,2,7,Q2,1,0,0,1,0,1,Q1,0,0,6,9,5,12.2,0,0,6,10,4,11.5,0,Q1,Q3,0.32,Enrolled,Q1,Q1,0
2664,2,39,1,9991,0,1,Q1,1,37,3,9,3,Q2,0,0,0,1,1,0,Q4,0,0,5,6,5,14.0,0,0,5,6,5,14.166666666666666,0,Q3,Q2,1.79,Graduate,Q2,Q2,0
2024,2,39,1,9991,0,1,Q1,1,37,37,9,10,Q2,0,0,0,1,0,0,Q4,0,0,5,12,2,11.5,0,0,5,9,4,11.75,0,Q1,Q1,-3.12,Enrolled,Q1,Q1,0
760,1,17,1,9003,1,1,Q1,1,3,3,2,2,Q1,0,0,0,1,1,0,Q4,0,16,18,19,18,12.22222222222222,0,9,12,15,12,12.384615384615383,0,Q4,Q4,-4.06,Graduate,Q2,Q2,0
42,1,1,6,9500,1,1,Q1,1,1,3,2,2,Q1,1,1,0,1,0,0,Q3,0,0,7,9,5,13.928,0,0,8,9,7,14.342857142857142,0,Q2,Q2,2.02,Graduate,Q1,Q2,0
896,1,17,1,9773,1,1,Q1,1,37,37,5,5,Q1,0,0,0,1,0,0,Q1,0,0,6,9,6,12.5,0,0,6,9,6,13.0,0,Q1,Q3,0.32,Graduate,Q2,Q2,0
